24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	85	
24	22	85	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	81	
24	23	81	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
25	29	116	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	112	
27	30	111	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	105	
25	28	105	
25	29	103	
25	29	103	
25	29	103	
25	29	103	
25	29	103	
25	29	103	
25	29	103	
23	27	101	
23	27	101	
23	27	101	
23	27	101	
23	27	101	
23	27	101	
23	27	101	
23	27	100	
26	26	100	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	96	
24	24	94	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	90	
22	23	88	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	85	
24	22	85	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	81	
24	23	81	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
25	29	116	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	112	
27	30	111	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	105	
25	28	105	
25	29	103	
25	29	103	
25	29	103	
25	29	103	
25	29	103	
25	29	103	
25	29	103	
23	27	101	
23	27	101	
23	27	101	
23	27	101	
23	27	101	
23	27	101	
23	27	101	
23	27	100	
26	26	100	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	96	
24	24	94	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	90	
22	23	88	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	85	
24	22	85	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	81	
24	23	81	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
25	29	116	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	114	
27	29	112	
27	30	111	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	105	
25	28	105	
25	29	103	
25	29	103	
25	29	103	
25	29	103	
25	29	103	
25	29	103	
25	29	103	
23	27	101	
23	27	101	
23	27	101	
23	27	101	
23	27	101	
23	27	101	
23	27	101	
23	27	100	
26	26	100	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	96	
24	24	94	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	90	
22	23	88	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
22	23	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	85	
24	22	85	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	81	
24	23	81	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	80	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
25	30	114	
27	29	112	
27	29	112	
27	29	112	
27	29	112	
27	29	112	
27	29	112	
27	29	112	
27	29	112	
27	29	112	
27	29	112	
27	29	112	
27	29	112	
27	29	112	
27	29	112	
27	29	112	
27	30	111	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
25	28	107	
25	28	105	
25	28	107	
25	28	105	
25	28	107	
25	28	105	
25	28	107	
25	28	105	
25	28	107	
25	28	105	
25	28	107	
25	28	105	
25	28	107	
25	28	105	
25	28	107	
25	28	105	
25	29	103	
25	29	102	
26	28	103	
25	29	102	
26	28	103	
25	29	102	
26	28	103	
25	29	102	
24	26	101	
23	27	100	
24	26	101	
23	27	100	
24	26	101	
23	27	100	
24	26	101	
24	26	100	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	96	
24	24	94	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	90	
24	25	92	
24	25	90	
24	25	92	
24	25	90	
24	25	92	
24	25	90	
24	25	92	
24	25	90	
24	25	92	
24	25	90	
24	25	92	
24	25	90	
24	25	92	
24	25	90	
22	23	87	
22	23	87	
23	23	87	
22	23	87	
23	23	87	
22	23	87	
23	23	87	
22	23	87	
23	23	87	
22	23	87	
23	23	87	
22	23	87	
23	23	87	
22	23	87	
23	23	87	
23	23	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	85	
24	22	87	
24	22	85	
24	22	87	
24	22	85	
24	22	87	
24	22	85	
24	22	87	
24	22	85	
24	22	87	
24	22	85	
24	22	87	
24	22	85	
24	22	87	
24	22	85	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	81	
24	23	80	
24	23	81	
24	23	80	
24	23	81	
24	23	80	
24	23	81	
24	23	80	
24	23	81	
24	23	80	
24	23	81	
24	23	80	
24	23	81	
24	23	80	
24	23	81	
24	23	81	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
27	30	111	
27	30	111	
27	30	111	
27	30	111	
27	30	111	
27	30	111	
27	30	111	
27	30	111	
27	30	111	
27	30	111	
27	30	111	
27	30	111	
27	30	111	
27	30	111	
27	30	111	
27	30	111	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	105	
25	29	103	
25	28	105	
25	29	103	
25	28	105	
25	29	103	
25	28	105	
25	29	103	
25	28	105	
25	29	103	
25	28	105	
25	29	103	
25	28	105	
25	29	103	
25	28	105	
25	29	103	
24	26	100	
24	27	98	
26	26	100	
24	27	98	
26	26	100	
24	27	98	
26	26	100	
24	27	98	
26	26	100	
24	27	98	
26	26	100	
24	27	98	
26	26	100	
24	27	98	
26	26	100	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
24	24	96	
24	24	96	
24	24	96	
24	24	96	
24	24	96	
24	24	96	
24	24	96	
24	24	94	
24	24	94	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	90	
24	25	89	
24	25	90	
24	25	89	
24	25	90	
24	25	89	
24	25	90	
24	25	89	
24	25	90	
24	25	89	
24	25	90	
24	25	89	
24	25	90	
24	25	89	
24	25	90	
24	25	89	
23	23	87	
23	23	87	
24	22	87	
23	23	87	
24	22	87	
23	23	87	
24	22	87	
23	23	87	
24	22	87	
23	23	87	
24	22	87	
23	23	87	
24	22	87	
23	23	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	85	
24	23	83	
24	22	85	
24	23	83	
24	22	85	
24	23	83	
24	22	85	
24	23	83	
24	22	85	
24	23	83	
24	22	85	
24	23	83	
24	22	85	
24	23	83	
24	22	85	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	81	
24	23	83	
24	23	81	
24	23	83	
24	23	81	
24	23	83	
24	23	81	
24	23	83	
24	23	81	
24	23	83	
24	23	81	
24	23	83	
24	23	81	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
27	30	111	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
27	30	109	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	107	
25	28	105	
25	28	105	
25	29	103	
25	29	103	
25	29	103	
25	29	103	
25	29	103	
25	29	103	
25	29	103	
25	29	103	
25	29	103	
25	29	103	
25	29	103	
25	29	103	
25	29	103	
25	29	103	
25	29	102	
26	26	100	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
26	26	98	
24	24	96	
24	24	96	
24	24	96	
24	24	96	
24	24	96	
24	24	96	
24	24	96	
24	24	94	
24	24	94	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	92	
24	25	90	
24	25	90	
24	25	89	
24	25	89	
24	25	89	
24	25	89	
24	25	89	
24	25	89	
24	25	89	
24	25	89	
24	25	89	
24	25	89	
24	25	89	
24	25	89	
24	25	89	
24	25	89	
24	25	89	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	87	
24	22	85	
24	22	85	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
24	23	83	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
22	21	81	
